Energy_Consumption_Reduction,Waste_Management,Utilization_Of_Alternative_Materials,Soil_Preservation(m^3),Renewable_Energy_Utilization(MW),Water_Demand_Reduction(Building),Waste_Demand_Reduction(Landscape),Waste_Water_Treatment(KLD),Social_Benefits,VOC/Lead Free Paints,EPI(Energy Performance Index),Daylight_Factor,EPR(Energy performane Reduction),Air_Pollution_Control,Building Performance(kWh /sqm/year),Water_Consumption_in_building(KL/annum),Renewable_Energy_REC(kWH/annum),Green_Rating
63,1,64.24647735,10,0.19969105,62.37335106,72.74632195,13,1,1,66.45729465,27.90192074,43.16,1,101.26,0,38,5
104,1,90.93837895,8,40.82939145,56.57701674,55.88329232,13,1,1,37.29004603,62.52417539,72.85518825,1,101.26,0,41,5
71,1,52.33637359,8,0.096479538,61.0454841,52.25,13,1,1,61.40955389,49.83501979,43.16,1,101.26,0,36,5
38,1,43.86,8,0.003347864,70.42136675,52.19337606,8,1,1,169.1250803,82.3330757,25.24564215,1,173.768286,0,41,5
41,1,43.86,8,0.008225864,39.37641653,52.0887068,13,1,1,76.20359484,64.21302455,37.42599229,1,101.26,0,30,5
84,1,43.86,8,0.539611958,63.13324718,59.65028376,13,1,1,55.5,83.43189029,43.16,1,101.26,0,41,5
101,1,72.22001524,8,55.45311309,61.46133977,52.94392427,13,1,1,34.64607715,71.76636748,70.30188645,1,101.26,0,41,5
68,1,53.75809151,9,0.175857052,62.89775915,70.80125577,12,1,1,62.25463624,38.59374742,43.16,1,101.26,0,41,5
75,1,43.86,8,0.09,66.7,52.25,11,1,1,56.03,60.15,43.50925046,1,101.26,0,41,5
106,1,42.55905187,30,0.13728288,53.49863991,66.01488617,16,1,1,37.75860312,74.27767666,70.35396463,1,44.49162854,0,41,5
83,1,63.72026018,8,13.09045617,44.24286541,52.08526659,13,1,1,55.5,88.6821327,49.1047865,1,101.26,0,41,5
57,1,43.86,8,4.108834138,63.57477257,50.25531542,13,1,1,55.82624174,69.12673406,48.54210515,1,101.26,0,9,5
85,3,45.71863417,9,0.016009793,64.51779461,53.1574419,13,1,1,53.98935398,95.01705986,45.53441022,1,96.30333396,0,41,5
76,1,30.4123495,8,0.055,55.66351296,53.20062001,13,1,1,55.89251407,62.10606677,41.66844654,1,101.26,0,41,5
75,1,33.57507096,8,34.16828869,90.66848542,52.25,12,0,1,47.23660829,71.48865193,53.97829678,1,101.26,0,41,5
67,1,58.65131877,8,0.108458708,62.64122786,52.25,13,1,1,63.11621589,45.03521779,43.16,1,101.26,0,35,5
59,1,42.13092201,8,0.144808293,62.9894442,48.172222,13,1,1,55.26519882,68.0168363,48.13322236,1,97.74701069,4,12,5
93,1,96.44160649,8,17.80584756,53.89598049,43.10826908,13,1,1,47.46692666,78.50612013,56.43280778,1,101.26,0,41,5
75,1,37.34095702,8,21.69032684,81.89228632,52.25,11,0,1,50.45635935,67.33693916,52.03829487,1,101.26,0,41,5
99,1,93.93481833,8,30.33195467,55.25277958,50.4124231,13,1,1,41.80785237,69.19026861,65.78312764,1,101.26,0,41,5
54,1,42.56959564,8,140.3186156,44.45920046,39.32671444,13,0,1,54.44607667,67.29059734,44.33868104,1,101.26,0,41,5
84,1,37.61658835,8,0.051916473,55.15511594,50.24467944,13,1,1,55.5,69.05287172,43.16,1,101.26,0,41,5
103,1,85.62675566,8,44.97909714,57.96301845,55.04920147,13,1,1,36.53977924,65.14678939,72.13064964,1,101.26,0,41,5
83,1,43.86,19,22.17873042,51.61447828,61.25369024,9,1,1,55.5,91.04932983,53.53087204,1,101.26,0,41,5
24,1,43.86,8,1372.794887,50.60544061,47.41882548,13,1,1,55.5,66.455,43.16,1,101.26,0,41,5
88,1,60.67094892,8,111.5869468,57.40634372,54.0650892,13,1,1,36.28159304,77.61897021,63.27068314,1,101.26,0,41,5
60,1,54.72311689,8,0.080408449,64.71317867,52.25,11,1,1,63.56347839,60.3719759,39.709782,1,96.30801912,12,41,5
83,1,70.89890323,8,1.579203032,42.74715606,52.02572244,12,1,1,55.55453156,85.13452074,43.72795137,1,101.26,0,41,5
22,1,31.56498216,8,0.055,56.69,59.29993583,13,1,1,58.7,35.23425909,32.37302908,1,101.26,7,41,5
84,1,43.86,19,0.012201245,58.44609533,87.01432251,13,1,1,55.5,69.70073508,43.16,1,101.26,0,41,5
83,1,54.64916618,8,23.09755223,47.98687368,52.16050791,13,1,1,55.5,89.28406329,54.35061159,1,101.26,0,41,5
81,1,47.91049791,8,140.7446039,57.85696206,53.25662689,13,1,1,35.80976914,83.98064084,59.30789248,1,101.26,0,41,5
60,1,43.86,8,0.727631491,57.26901861,52.04040718,12,1,1,82.40333456,62.96545342,46.34893453,1,101.26,0,41,5
71,1,43.86,8,0.083101685,65.32033696,51.87972279,11,1,1,59.39089973,62.16369936,48.00639981,1,100.0325057,1,40,5
66,1,43.86,8,0.115515204,66.0309294,51.36446538,11,1,1,55.96624151,62.63146478,48.01880082,1,101.26,0,27,5
104,1,91.4113887,8,40.45985258,56.45359076,55.95756963,13,1,1,37.35685865,62.29062683,72.91970974,1,101.26,0,41,5
79,3,45.6660422,8,0.010073577,64.352504,55.34691149,13,1,1,55.5,94.57970158,43.0676609,1,101.26,0,41,5
78,1,39.19613452,8,0.073175088,61.28237848,51.25733022,11,1,1,48.91979238,57.71038783,38.92348727,1,148.046714,12,51,5
16,1,43.86,8,0.005025308,5.418517023,52.2487346,13,1,1,55.66242623,66.437411,27.08179519,1,101.26,0,10,5
63,1,41.70678019,8,0.05919596,69.91214192,63.37768524,13,1,1,132.9825926,74.2301134,43.16,1,101.26,0,41,5
71,1,38.66897835,8,0.062770538,29.94209578,45.84615376,13,1,1,41.27029409,65.52340958,43.96709333,0,106.8506163,19,31,5
22,1,34.27033256,8,0.055,56.69,58.08975023,13,1,1,58.7,42.55393009,34.7465544,1,101.26,19,41,5
69,2,45.17044213,8,0.022401937,61.58848572,62.87214236,13,1,1,55.5,89.67054868,42.84328475,1,101.26,0,41,5
90,1,36.97236898,8,0.039907881,60.6571978,71.27091653,13,1,1,53.01766179,72.94797125,43.16,1,101.26,0,41,5
84,1,43.86,8,2.14229408,68.01658733,57.9239047,13,1,1,55.5,90.31589403,43.16,1,101.26,0,41,5
60,1,70.04542952,8,0.158301414,64.9315828,59.4267849,13,1,1,66.83596578,31.86475821,43.16,1,101.26,0,34,5
63,1,30.31706214,8,0.055,55.90071765,54.77184766,13,1,1,56.54127903,54.9179537,39.20313967,1,101.26,0,41,5
72,1,47.95162872,8,0.125491203,65.12824671,59.918635,11,1,1,58.60311224,51.23917289,43.16,1,101.26,0,41,5
67,1,34.85608802,8,82.44727336,77.92892255,47.25726881,13,0,1,48.14615558,72.28545527,51.3843525,1,101.26,0,41,5
57,1,43.86,8,0.053215053,71.4230776,63.51070242,13,1,1,168.9628468,72.44513248,43.16,1,101.26,0,41,5
73,1,43.86,8,23.06946303,56.74038207,51.47962901,13,1,1,55.62599846,81.93849555,55.93695921,1,101.26,0,29,5
70,1,50.82749914,9,0.150436796,64.02351334,65.30866475,11,1,1,60.41166768,44.97604741,43.16,1,101.26,0,41,5
107,1,42.9738367,31,0.141720113,53.20574745,65.46812435,16,1,1,37.01935659,74.69289995,71.73643457,1,41.60567322,0,41,5
102,1,40.3814085,24,0.113987161,55.03634156,68.88541606,15,1,1,41.63968844,72.09773135,63.09592073,1,59.64305416,0,41,5
84,1,51.85319936,30,0.504518013,47.48758787,70.21563331,6,1,1,55.5,91.57111649,41.83001629,1,101.26,0,41,5
75,1,36.70814203,8,0.080968808,53.78040932,42.09831093,13,1,1,61.49758105,76.21994822,50.47707558,1,83.77720626,22,40,5
83,1,30.83138867,8,0.055134947,55.98286899,52.60788004,13,1,1,57.99193548,66.70505721,43.16,1,101.26,0,41,5
72,1,35.44833446,8,0.085139412,56.26060724,49.57516841,13,1,1,43.14247309,58.22843966,46.59337548,1,204.7246999,30,25,5
59,1,71.74825313,8,0.146147624,65.68279049,55.51559171,13,1,1,66.94716004,33.028419,43.16,1,101.26,0,32,5
37,1,43.86,8,2613.214289,84.00248221,52.25,13,1,1,55.5,66.455,43.16,1,101.26,0,41,5
84,1,43.86,19,0.012051887,58.38665101,87.5276645,13,1,1,55.5,69.48050733,43.16,1,101.26,0,41,5
38,1,43.86,8,0.008164136,69.22531609,52.25,9,1,1,240.2445025,71.08966117,31.51892492,1,148.3772011,0,41,5
83,1,43.86,21,20.21490625,51.48803374,62.63277867,9,1,1,55.5,91.21005489,52.44963074,1,101.26,0,41,5
84,1,58.70448329,23,0.889817491,45.1712447,64.58048637,8,1,1,55.5,90.46636401,42.24145703,1,101.26,0,41,5
76,1,49.74462365,8,0.41410336,61.48701223,52.20118925,11,1,1,55.92652122,65.58751721,47.60225871,1,101.26,0,41,5
89,1,37.58347424,8,0.037510345,60.98912332,69.96452587,13,1,1,53.18815323,74.57243501,43.16,1,101.26,0,41,5
86,1,57.37638153,8,119.1150401,57.52268698,53.85635571,13,1,1,36.15977481,79.2614633,62.24754682,1,101.26,0,41,5
80,1,32.28838736,8,0.197817654,78.48814891,81.17215704,13,1,1,43.7917916,76.51829835,43.8418197,1,101.26,0,41,5
101,1,69.31022694,8,57.7263852,62.22061266,52.48699657,13,1,1,34.23506956,73.20307545,69.90497314,1,101.26,0,41,5
105,1,42.18453297,29,0.133276399,53.76309934,66.50857017,16,1,1,38.42608605,73.90276187,69.10570028,1,47.09742492,0,41,5
84,3,45.18705996,8,0.007679364,65.11905698,53.70995551,13,1,1,55.30946747,94.78458224,43.16,1,101.26,0,41,5
75,1,43.86,8,0.09,66.7,52.25,11,1,1,56.03,60.15,43.41431425,1,101.26,0,41,5
83,1,46.42598728,8,32.16924097,51.38091301,52.2287161,13,1,1,55.5,89.82972878,59.10608632,1,101.26,0,41,5
78,1,35.13039959,8,41.93707208,81.76541092,52.25,13,0,1,48.37019649,80.82321226,57.585657,1,101.26,0,41,5
83,1,30.46273539,8,0.055,55.53808424,52.36978878,13,1,1,55.54946117,65.90698566,42.97204754,1,101.26,0,41,5
46,1,43.1818936,8,0.027591152,53.16451329,47.98353964,13,1,1,86.53717621,79.64159281,42.83996484,1,88.64962817,15,39,5
44,1,66.52678036,8,0.069986445,62.55433508,52.25,12,1,1,71.74921776,60.61317084,35.96083843,1,90.92728756,26,41,5
84,1,30,8,0.04,50.6,49.3,13,1,1,34.9,52.9,31.09552005,1,241.3483725,38,69,5
64,1,60.4791249,10,0.226580278,60.71136793,81.39950431,13,1,1,66.21128682,25.32742021,43.16,1,101.26,0,40,5
52,1,43.86,8,0.135305246,63.25081252,49.79421324,13,1,1,60.76160921,68.44598693,46.2709269,1,99.48141441,2,10,5
22,1,39.77893836,8,0.055,56.69,55.62558313,13,1,1,58.7,57.45816655,39.57950147,1,101.26,45,41,5
45,1,38.52254548,8,0.058074511,66.5161383,63.38811152,13,1,1,113.5062394,58.49842958,38.47721162,1,101.26,0,41,5
84,1,48.34674072,34,0.307323342,48.67308268,73.09967809,5,1,1,55.5,92.13652422,41.61944262,1,101.26,0,41,5
75,1,43.86,8,0.09,66.7,52.25,11,1,1,56.03,60.15,44.90940947,1,101.26,0,41,5
56,1,41.51083053,8,132.3751272,49.05329379,40.41527164,13,0,1,53.58134211,67.9761974,45.30577817,1,101.26,0,41,5
80,1,60.64199005,8,1.014290096,51.83340629,52.11079968,12,1,1,55.73489533,75.65691516,43.16,1,101.26,0,41,5
75,1,42.97510517,8,3.022028151,68.76220079,52.25,11,0,1,55.27343407,61.12555505,49.13585491,1,101.26,0,41,5
89,1,37.88653823,8,0.036321341,61.15373437,69.31665061,13,1,1,53.27270465,75.3780515,43.16,1,101.26,0,41,5
22,1,35.95895218,8,0.055,56.69,57.33437925,13,1,1,58.7,47.12270612,36.22805617,1,101.26,27,41,5
92,1,29.54121919,8,95.83058963,71.54235259,46.68023546,13,1,1,29.10550134,92.86145865,63.66556221,1,101.26,0,41,5
73,1,38.04203164,8,0.068238096,33.47526527,44.98758138,13,1,1,42.92978096,66.91515176,45.32304786,0,103.2069027,20,32,5
84,3,45.85000824,8,0.006454127,65.3615952,52.36985111,13,1,1,55.30048023,96.39093193,43.47360211,1,100.6053444,0,41,5
26,1,82.05293212,8,0.066346805,60.41097634,52.25,13,1,1,81.21141543,57.18333495,32.33365775,1,85.72131816,40,39,5
103,1,43.86,8,2.308975305,53.14805541,57.84700944,12,1,1,68.3798651,72.77869224,72.21032123,1,101.26,0,29,5
84,1,43.86,8,2.634571754,69.51654749,57.39363244,13,1,1,55.5,92.43037532,43.16,1,101.26,0,41,5
44,1,43.86,8,0.115989362,49.48500177,50.58327061,13,1,1,55.77260285,66.455,41.81537236,1,101.26,0,7,5
63,1,39.66063817,8,0.120038318,60.63702667,49.78791102,13,1,1,49.51502606,62.34804837,46.79700055,1,152.9127565,15,15,5
56,1,41.04549943,8,0.05351242,55.76162926,80.9849045,13,1,1,54.54794907,73.54228161,42.52073948,1,101.26,0,41,5
46,1,38.87745264,8,0.058202544,66.9253314,63.52920376,13,1,1,115.7885537,59.64355572,38.7885876,1,101.26,0,41,5
54,1,44.45011961,8,0.040320408,57.57116457,73.80957691,13,1,1,55.5,82.53541362,42.51716858,1,101.26,0,41,5
100,1,82.82264602,8,60.9702729,56.62408604,55.46855152,13,1,1,37.10066286,66.57533227,70.14994927,1,101.26,0,41,5
84,1,43.86,8,0.869298796,56.9037248,81.27636293,12,1,1,55.5,71.27467363,69.62204231,1,101.26,0,41,5
58,1,42.60250413,8,0.147541575,63.5377955,48.67072319,13,1,1,55.42960451,67.59086704,47.82415162,1,98.70512996,3,10,5
56,1,42.65751406,8,0.144867413,63.75066396,49.93926839,13,1,1,54.04882791,65.27897569,46.94187117,1,116.0507506,4,8,5
68,1,37.08720565,8,0.098717448,57.96333054,49.65793968,13,1,1,45.62182742,59.83124622,46.67259941,1,184.5663478,24,21,5
99,1,60.09704286,8,64.92418527,64.62467788,51.04023876,13,1,1,32.9337073,77.75208509,68.64823725,1,101.26,0,41,5
50,1,43.86,8,0.008265339,61.38693617,52.05042621,11,1,1,108.8517052,68.02665462,38.48851634,1,120.1678099,0,41,5
40,1,43.86,8,0.331107597,19.73974274,52.49677543,13,1,1,45.70949114,62.09530076,39.51262416,0,113.7772898,4,33,5
97,1,77.65268547,8,72.7836435,56.80665631,55.14099898,13,1,1,36.90950104,69.15279495,68.54440482,1,101.26,0,41,5
84,1,43.86,8,0.628537845,63.40420256,59.55449447,13,1,1,55.5,83.81385383,43.16,1,101.26,0,41,5
102,1,86.70485716,8,52.0994124,56.48699092,55.71451629,13,1,1,37.24420951,64.6398718,71.35557986,1,101.26,0,41,5
63,1,30.31114228,8,0.055,55.91545433,54.86946247,13,1,1,56.5815845,54.47138171,39.04997889,1,101.26,0,41,5
125,1,600,50,3000,100,100,30,1,1,310,800,60000,1,310,70,71,5
